State,District,Date,Year,Month,Avg_rainfall,Agency_name
Andaman & Nicobar,Nicobar,01-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,03-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,04-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,05-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,06-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,07-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,08-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,10-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,11-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,12-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,13-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,14-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,15-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,09-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,16-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,17-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,19-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,18-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,21-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,22-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,23-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,24-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,25-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,26-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,20-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,27-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,28-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,29-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,Nicobar,30-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,01-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,03-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,04-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,05-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,06-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,07-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,08-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,10-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,11-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,12-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,13-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,14-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,15-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,09-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,16-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,17-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,19-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,18-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,21-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,22-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,23-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,24-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,25-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,26-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,20-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,27-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,28-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,29-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,North & Middle Andaman,30-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,01-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,03-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,04-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,05-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,06-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,07-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,08-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,10-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,11-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,12-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,13-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,14-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,15-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,09-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,16-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,17-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,19-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,18-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,21-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,22-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,23-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,24-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,25-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,26-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,20-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,27-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,28-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,29-01-2022,2022,1,0,NRSC VIC MODEL
Andaman & Nicobar,South Andaman,30-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,01-01-2022,2022,1,0.00092193,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,03-01-2022,2022,1,0.002314045,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,04-01-2022,2022,1,0.009019552,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,06-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,07-01-2022,2022,1,0.007791848,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,08-01-2022,2022,1,0.0000277,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,09-01-2022,2022,1,0.003311267,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,10-01-2022,2022,1,0.00000307,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,11-01-2022,2022,1,0.021520928,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,12-01-2022,2022,1,0.005947987,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,13-01-2022,2022,1,0.286076526,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,14-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,15-01-2022,2022,1,0.587315734,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,16-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,17-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,18-01-2022,2022,1,0.020897088,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,19-01-2022,2022,1,0.00043638,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,20-01-2022,2022,1,0.002973225,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,21-01-2022,2022,1,0.0000599,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,23-01-2022,2022,1,0.000063,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,24-01-2022,2022,1,0.000116778,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,25-01-2022,2022,1,0.007043548,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,26-01-2022,2022,1,0.002168073,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,27-01-2022,2022,1,0.78271119,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,28-01-2022,2022,1,0.037613222,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,29-01-2022,2022,1,0.007782629,NRSC VIC MODEL
Andhra Pradesh,Ananthapur,30-01-2022,2022,1,0.008400322,NRSC VIC MODEL
Andhra Pradesh,Chittoor,01-01-2022,2022,1,0.042516986,NRSC VIC MODEL
Andhra Pradesh,Chittoor,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,04-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,05-01-2022,2022,1,0.0000359,NRSC VIC MODEL
Andhra Pradesh,Chittoor,06-01-2022,2022,1,0.000197614,NRSC VIC MODEL
Andhra Pradesh,Chittoor,07-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,08-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,09-01-2022,2022,1,0.000299415,NRSC VIC MODEL
Andhra Pradesh,Chittoor,10-01-2022,2022,1,0.000495033,NRSC VIC MODEL
Andhra Pradesh,Chittoor,11-01-2022,2022,1,0.000143719,NRSC VIC MODEL
Andhra Pradesh,Chittoor,12-01-2022,2022,1,0.000024,NRSC VIC MODEL
Andhra Pradesh,Chittoor,13-01-2022,2022,1,0.144629611,NRSC VIC MODEL
Andhra Pradesh,Chittoor,14-01-2022,2022,1,0.397024811,NRSC VIC MODEL
Andhra Pradesh,Chittoor,15-01-2022,2022,1,2.148465133,NRSC VIC MODEL
Andhra Pradesh,Chittoor,16-01-2022,2022,1,0.588409134,NRSC VIC MODEL
Andhra Pradesh,Chittoor,17-01-2022,2022,1,0.895176173,NRSC VIC MODEL
Andhra Pradesh,Chittoor,18-01-2022,2022,1,0.217062187,NRSC VIC MODEL
Andhra Pradesh,Chittoor,19-01-2022,2022,1,0.001261537,NRSC VIC MODEL
Andhra Pradesh,Chittoor,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,23-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Chittoor,24-01-2022,2022,1,0.239228907,NRSC VIC MODEL
Andhra Pradesh,Chittoor,25-01-2022,2022,1,0.499370981,NRSC VIC MODEL
Andhra Pradesh,Chittoor,26-01-2022,2022,1,0.194767717,NRSC VIC MODEL
Andhra Pradesh,Chittoor,27-01-2022,2022,1,0.545830269,NRSC VIC MODEL
Andhra Pradesh,Chittoor,28-01-2022,2022,1,0.309651407,NRSC VIC MODEL
Andhra Pradesh,Chittoor,29-01-2022,2022,1,0.007417517,NRSC VIC MODEL
Andhra Pradesh,Chittoor,30-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,01-01-2022,2022,1,0.031319891,NRSC VIC MODEL
Andhra Pradesh,East Godavari,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,04-01-2022,2022,1,0.000195182,NRSC VIC MODEL
Andhra Pradesh,East Godavari,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,06-01-2022,2022,1,0.0000363,NRSC VIC MODEL
Andhra Pradesh,East Godavari,07-01-2022,2022,1,0.0000272,NRSC VIC MODEL
Andhra Pradesh,East Godavari,08-01-2022,2022,1,0.001935932,NRSC VIC MODEL
Andhra Pradesh,East Godavari,09-01-2022,2022,1,0.009232559,NRSC VIC MODEL
Andhra Pradesh,East Godavari,10-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,11-01-2022,2022,1,0.025301025,NRSC VIC MODEL
Andhra Pradesh,East Godavari,12-01-2022,2022,1,0.593732075,NRSC VIC MODEL
Andhra Pradesh,East Godavari,13-01-2022,2022,1,6.22038674,NRSC VIC MODEL
Andhra Pradesh,East Godavari,14-01-2022,2022,1,0.683590656,NRSC VIC MODEL
Andhra Pradesh,East Godavari,15-01-2022,2022,1,2.596668585,NRSC VIC MODEL
Andhra Pradesh,East Godavari,16-01-2022,2022,1,0.315731732,NRSC VIC MODEL
Andhra Pradesh,East Godavari,17-01-2022,2022,1,0.028603231,NRSC VIC MODEL
Andhra Pradesh,East Godavari,18-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,19-01-2022,2022,1,0.000451642,NRSC VIC MODEL
Andhra Pradesh,East Godavari,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,22-01-2022,2022,1,0.005764676,NRSC VIC MODEL
Andhra Pradesh,East Godavari,23-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,24-01-2022,2022,1,0.343862895,NRSC VIC MODEL
Andhra Pradesh,East Godavari,25-01-2022,2022,1,0.391176356,NRSC VIC MODEL
Andhra Pradesh,East Godavari,26-01-2022,2022,1,0.009554836,NRSC VIC MODEL
Andhra Pradesh,East Godavari,27-01-2022,2022,1,0.073751534,NRSC VIC MODEL
Andhra Pradesh,East Godavari,28-01-2022,2022,1,0.000059,NRSC VIC MODEL
Andhra Pradesh,East Godavari,29-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,East Godavari,30-01-2022,2022,1,0.0000545,NRSC VIC MODEL
Andhra Pradesh,Guntur,01-01-2022,2022,1,0.005181999,NRSC VIC MODEL
Andhra Pradesh,Guntur,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Guntur,04-01-2022,2022,1,0.141541118,NRSC VIC MODEL
Andhra Pradesh,Guntur,05-01-2022,2022,1,0.012576711,NRSC VIC MODEL
Andhra Pradesh,Guntur,06-01-2022,2022,1,0.001961387,NRSC VIC MODEL
Andhra Pradesh,Guntur,07-01-2022,2022,1,0.066886651,NRSC VIC MODEL
Andhra Pradesh,Guntur,08-01-2022,2022,1,0.023500365,NRSC VIC MODEL
Andhra Pradesh,Guntur,09-01-2022,2022,1,0.002873418,NRSC VIC MODEL
Andhra Pradesh,Guntur,10-01-2022,2022,1,0.014913793,NRSC VIC MODEL
Andhra Pradesh,Guntur,11-01-2022,2022,1,0.010338088,NRSC VIC MODEL
Andhra Pradesh,Guntur,12-01-2022,2022,1,0.000639977,NRSC VIC MODEL
Andhra Pradesh,Guntur,13-01-2022,2022,1,9.090741828,NRSC VIC MODEL
Andhra Pradesh,Guntur,14-01-2022,2022,1,0.326206832,NRSC VIC MODEL
Andhra Pradesh,Guntur,15-01-2022,2022,1,2.24046314,NRSC VIC MODEL
Andhra Pradesh,Guntur,16-01-2022,2022,1,0.885347105,NRSC VIC MODEL
Andhra Pradesh,Guntur,17-01-2022,2022,1,0.386815491,NRSC VIC MODEL
Andhra Pradesh,Guntur,18-01-2022,2022,1,0.095594925,NRSC VIC MODEL
Andhra Pradesh,Guntur,19-01-2022,2022,1,0.018979071,NRSC VIC MODEL
Andhra Pradesh,Guntur,20-01-2022,2022,1,0.000121777,NRSC VIC MODEL
Andhra Pradesh,Guntur,21-01-2022,2022,1,0.000145096,NRSC VIC MODEL
Andhra Pradesh,Guntur,22-01-2022,2022,1,0.134472872,NRSC VIC MODEL
Andhra Pradesh,Guntur,23-01-2022,2022,1,0.016846678,NRSC VIC MODEL
Andhra Pradesh,Guntur,24-01-2022,2022,1,0.075597591,NRSC VIC MODEL
Andhra Pradesh,Guntur,25-01-2022,2022,1,0.007811863,NRSC VIC MODEL
Andhra Pradesh,Guntur,26-01-2022,2022,1,0.020041381,NRSC VIC MODEL
Andhra Pradesh,Guntur,27-01-2022,2022,1,0.485263106,NRSC VIC MODEL
Andhra Pradesh,Guntur,28-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Guntur,29-01-2022,2022,1,0.000266873,NRSC VIC MODEL
Andhra Pradesh,Guntur,30-01-2022,2022,1,0.000357558,NRSC VIC MODEL
Andhra Pradesh,Krishna,01-01-2022,2022,1,0.049900964,NRSC VIC MODEL
Andhra Pradesh,Krishna,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,04-01-2022,2022,1,0.02998441,NRSC VIC MODEL
Andhra Pradesh,Krishna,05-01-2022,2022,1,0.010526406,NRSC VIC MODEL
Andhra Pradesh,Krishna,06-01-2022,2022,1,0.000269735,NRSC VIC MODEL
Andhra Pradesh,Krishna,07-01-2022,2022,1,0.016082946,NRSC VIC MODEL
Andhra Pradesh,Krishna,08-01-2022,2022,1,0.010860203,NRSC VIC MODEL
Andhra Pradesh,Krishna,09-01-2022,2022,1,0.006625364,NRSC VIC MODEL
Andhra Pradesh,Krishna,10-01-2022,2022,1,0.003331226,NRSC VIC MODEL
Andhra Pradesh,Krishna,11-01-2022,2022,1,0.017279894,NRSC VIC MODEL
Andhra Pradesh,Krishna,12-01-2022,2022,1,0.035682561,NRSC VIC MODEL
Andhra Pradesh,Krishna,13-01-2022,2022,1,3.602785511,NRSC VIC MODEL
Andhra Pradesh,Krishna,14-01-2022,2022,1,0.325030601,NRSC VIC MODEL
Andhra Pradesh,Krishna,15-01-2022,2022,1,1.844919545,NRSC VIC MODEL
Andhra Pradesh,Krishna,16-01-2022,2022,1,0.63752527,NRSC VIC MODEL
Andhra Pradesh,Krishna,17-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,18-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,19-01-2022,2022,1,0.003115439,NRSC VIC MODEL
Andhra Pradesh,Krishna,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,21-01-2022,2022,1,0.000768745,NRSC VIC MODEL
Andhra Pradesh,Krishna,22-01-2022,2022,1,0.176676385,NRSC VIC MODEL
Andhra Pradesh,Krishna,23-01-2022,2022,1,0.008078561,NRSC VIC MODEL
Andhra Pradesh,Krishna,24-01-2022,2022,1,0.932729931,NRSC VIC MODEL
Andhra Pradesh,Krishna,25-01-2022,2022,1,0.09742826,NRSC VIC MODEL
Andhra Pradesh,Krishna,26-01-2022,2022,1,0.014093651,NRSC VIC MODEL
Andhra Pradesh,Krishna,27-01-2022,2022,1,0.177741838,NRSC VIC MODEL
Andhra Pradesh,Krishna,28-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Krishna,29-01-2022,2022,1,0.000849665,NRSC VIC MODEL
Andhra Pradesh,Krishna,30-01-2022,2022,1,0.041636959,NRSC VIC MODEL
Andhra Pradesh,Kurnool,01-01-2022,2022,1,0.012971278,NRSC VIC MODEL
Andhra Pradesh,Kurnool,03-01-2022,2022,1,0.004132035,NRSC VIC MODEL
Andhra Pradesh,Kurnool,04-01-2022,2022,1,0.000337936,NRSC VIC MODEL
Andhra Pradesh,Kurnool,05-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,06-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,07-01-2022,2022,1,0.000460822,NRSC VIC MODEL
Andhra Pradesh,Kurnool,08-01-2022,2022,1,0.007246848,NRSC VIC MODEL
Andhra Pradesh,Kurnool,09-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,10-01-2022,2022,1,0.000087,NRSC VIC MODEL
Andhra Pradesh,Kurnool,11-01-2022,2022,1,0.015906883,NRSC VIC MODEL
Andhra Pradesh,Kurnool,12-01-2022,2022,1,0.02652797,NRSC VIC MODEL
Andhra Pradesh,Kurnool,13-01-2022,2022,1,4.128530776,NRSC VIC MODEL
Andhra Pradesh,Kurnool,14-01-2022,2022,1,0.002730795,NRSC VIC MODEL
Andhra Pradesh,Kurnool,15-01-2022,2022,1,0.320185756,NRSC VIC MODEL
Andhra Pradesh,Kurnool,16-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,17-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,18-01-2022,2022,1,0.000537625,NRSC VIC MODEL
Andhra Pradesh,Kurnool,19-01-2022,2022,1,0.002116366,NRSC VIC MODEL
Andhra Pradesh,Kurnool,20-01-2022,2022,1,0.013169261,NRSC VIC MODEL
Andhra Pradesh,Kurnool,21-01-2022,2022,1,0.003534673,NRSC VIC MODEL
Andhra Pradesh,Kurnool,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,23-01-2022,2022,1,0.013534504,NRSC VIC MODEL
Andhra Pradesh,Kurnool,24-01-2022,2022,1,0.028113538,NRSC VIC MODEL
Andhra Pradesh,Kurnool,25-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Kurnool,26-01-2022,2022,1,0.001686266,NRSC VIC MODEL
Andhra Pradesh,Kurnool,27-01-2022,2022,1,0.001577034,NRSC VIC MODEL
Andhra Pradesh,Kurnool,28-01-2022,2022,1,0.000153607,NRSC VIC MODEL
Andhra Pradesh,Kurnool,29-01-2022,2022,1,0.066421477,NRSC VIC MODEL
Andhra Pradesh,Kurnool,30-01-2022,2022,1,0.000486423,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,01-01-2022,2022,1,0.219382313,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,04-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,05-01-2022,2022,1,0.008504729,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,06-01-2022,2022,1,0.082810623,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,07-01-2022,2022,1,0.014240685,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,08-01-2022,2022,1,0.010342309,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,09-01-2022,2022,1,0.020907833,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,10-01-2022,2022,1,0.001510649,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,11-01-2022,2022,1,0.023633766,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,12-01-2022,2022,1,0.206066054,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,13-01-2022,2022,1,3.054291063,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,14-01-2022,2022,1,1.291041236,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,15-01-2022,2022,1,1.509115823,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,16-01-2022,2022,1,1.479076454,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,17-01-2022,2022,1,2.548728694,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,18-01-2022,2022,1,2.235163052,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,19-01-2022,2022,1,0.023787085,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,20-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,21-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,22-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,23-01-2022,2022,1,0.436095061,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,24-01-2022,2022,1,0.044951954,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,25-01-2022,2022,1,0.267398405,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,26-01-2022,2022,1,0.515839291,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,27-01-2022,2022,1,0.386318048,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,28-01-2022,2022,1,1.185307078,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,29-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Potti Sriramulu Nellore,30-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,01-01-2022,2022,1,0.007404161,NRSC VIC MODEL
Andhra Pradesh,Prakasam,03-01-2022,2022,1,0,NRSC VIC MODEL
Andhra Pradesh,Prakasam,04-01-2022,2022,1,0.0000522,NRSC VIC MODEL
Andhra Pradesh,Prakasam,05-01-2022,2022,1,0.0000236,NRSC VIC MODEL
Andhra Pradesh,Prakasam,06-01-2022,2022,1,0.001968834,NRSC VIC MODEL
Andhra Pradesh,Prakasam,07-01-2022,2022,1,0.258576846,NRSC VIC MODEL
Andhra Pradesh,Prakasam,08-01-2022,2022,1,0.004795877,NRSC VIC MODEL
Andhra Pradesh,Prakasam,09-01-2022,2022,1,0.0000926,NRSC VIC MODEL
Andhra Pradesh,Prakasam,10-01-2022,2022,1,0.00974825,NRSC VIC MODEL
Andhra Pradesh,Prakasam,11-01-2022,2022,1,0.012445721,NRSC VIC MODEL
Andhra Pradesh,Prakasam,12-01-2022,2022,1,0.091621439,NRSC VIC MODEL
Andhra Pradesh,Prakasam,13-01-2022,2022,1,3.99277099,NRSC VIC MODEL
Andhra Pradesh,Prakasam,14-01-2022,2022,1,0.440211001,NRSC VIC MODEL
Andhra Pradesh,Prakasam,15-01-2022,2022,1,1.893041924,NRSC VIC MODEL
Andhra Pradesh,Prakasam,16-01-2022,2022,1,3.428979501,NRSC VIC MODEL
Andhra Pradesh,Prakasam,17-01-2022,2022,1,1.419821829,NRSC VIC MODEL
