State,District,Date,Year,Month,Avg_rainfall,Agency_name
Madhya Pradesh,Tikamgarh,28-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,29-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,30-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,01-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,03-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,04-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,05-01-2022,2022,1,0.099882422,NRSC VIC MODEL
Madhya Pradesh,Ujjain,06-01-2022,2022,1,0.271631181,NRSC VIC MODEL
Madhya Pradesh,Ujjain,07-01-2022,2022,1,2.95155967,NRSC VIC MODEL
Madhya Pradesh,Ujjain,08-01-2022,2022,1,5.318712269,NRSC VIC MODEL
Madhya Pradesh,Ujjain,10-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,11-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,09-01-2022,2022,1,0.175651613,NRSC VIC MODEL
Madhya Pradesh,Ujjain,12-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,13-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,14-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,15-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,16-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,17-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,18-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,19-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,20-01-2022,2022,1,0.0000186,NRSC VIC MODEL
Madhya Pradesh,Ujjain,21-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,22-01-2022,2022,1,1.578265706,NRSC VIC MODEL
Madhya Pradesh,Ujjain,23-01-2022,2022,1,0.194511538,NRSC VIC MODEL
Madhya Pradesh,Ujjain,24-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,25-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,26-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,27-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,28-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,29-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Ujjain,30-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,01-01-2022,2022,1,0.444537011,NRSC VIC MODEL
Madhya Pradesh,Umaria,03-01-2022,2022,1,0.080572333,NRSC VIC MODEL
Madhya Pradesh,Umaria,04-01-2022,2022,1,0.152365061,NRSC VIC MODEL
Madhya Pradesh,Umaria,05-01-2022,2022,1,0.052344233,NRSC VIC MODEL
Madhya Pradesh,Umaria,06-01-2022,2022,1,0.762041397,NRSC VIC MODEL
Madhya Pradesh,Umaria,07-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,08-01-2022,2022,1,0.156402938,NRSC VIC MODEL
Madhya Pradesh,Umaria,10-01-2022,2022,1,44.55664231,NRSC VIC MODEL
Madhya Pradesh,Umaria,11-01-2022,2022,1,0.026517868,NRSC VIC MODEL
Madhya Pradesh,Umaria,12-01-2022,2022,1,0.516138341,NRSC VIC MODEL
Madhya Pradesh,Umaria,13-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,09-01-2022,2022,1,20.37640969,NRSC VIC MODEL
Madhya Pradesh,Umaria,14-01-2022,2022,1,0.125334741,NRSC VIC MODEL
Madhya Pradesh,Umaria,15-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,16-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,17-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,19-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,18-01-2022,2022,1,0.007779398,NRSC VIC MODEL
Madhya Pradesh,Umaria,20-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,21-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,22-01-2022,2022,1,3.010503426,NRSC VIC MODEL
Madhya Pradesh,Umaria,23-01-2022,2022,1,1.815371846,NRSC VIC MODEL
Madhya Pradesh,Umaria,24-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,25-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,26-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,27-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,28-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,29-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Umaria,30-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,01-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,03-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,04-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,05-01-2022,2022,1,0.000119684,NRSC VIC MODEL
Madhya Pradesh,Vidisha,06-01-2022,2022,1,6.936847808,NRSC VIC MODEL
Madhya Pradesh,Vidisha,07-01-2022,2022,1,9.426730623,NRSC VIC MODEL
Madhya Pradesh,Vidisha,08-01-2022,2022,1,10.7433162,NRSC VIC MODEL
Madhya Pradesh,Vidisha,10-01-2022,2022,1,0.053502444,NRSC VIC MODEL
Madhya Pradesh,Vidisha,11-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,12-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,13-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,14-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,09-01-2022,2022,1,8.193325173,NRSC VIC MODEL
Madhya Pradesh,Vidisha,15-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,16-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,17-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,18-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,19-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,20-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,21-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,22-01-2022,2022,1,2.201715518,NRSC VIC MODEL
Madhya Pradesh,Vidisha,23-01-2022,2022,1,0.078690057,NRSC VIC MODEL
Madhya Pradesh,Vidisha,24-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,25-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,26-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,27-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,28-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,29-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,Vidisha,30-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,01-01-2022,2022,1,0.48568453,NRSC VIC MODEL
Madhya Pradesh,West Nimar,03-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,04-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,05-01-2022,2022,1,0.029087622,NRSC VIC MODEL
Madhya Pradesh,West Nimar,06-01-2022,2022,1,0.000231618,NRSC VIC MODEL
Madhya Pradesh,West Nimar,07-01-2022,2022,1,0.762428502,NRSC VIC MODEL
Madhya Pradesh,West Nimar,08-01-2022,2022,1,1.454249235,NRSC VIC MODEL
Madhya Pradesh,West Nimar,09-01-2022,2022,1,2.491860962,NRSC VIC MODEL
Madhya Pradesh,West Nimar,10-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,11-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,12-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,13-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,14-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,15-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,16-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,17-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,18-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,19-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,20-01-2022,2022,1,0.005900907,NRSC VIC MODEL
Madhya Pradesh,West Nimar,21-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,22-01-2022,2022,1,0.429811211,NRSC VIC MODEL
Madhya Pradesh,West Nimar,23-01-2022,2022,1,0.367071317,NRSC VIC MODEL
Madhya Pradesh,West Nimar,24-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,25-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,26-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,27-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,28-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,29-01-2022,2022,1,0,NRSC VIC MODEL
Madhya Pradesh,West Nimar,30-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,01-01-2022,2022,1,0.020086699,NRSC VIC MODEL
Maharashtra,Ahamadnagar,03-01-2022,2022,1,0.002493815,NRSC VIC MODEL
Maharashtra,Ahamadnagar,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,05-01-2022,2022,1,0.249585742,NRSC VIC MODEL
Maharashtra,Ahamadnagar,06-01-2022,2022,1,0.003489638,NRSC VIC MODEL
Maharashtra,Ahamadnagar,07-01-2022,2022,1,0.058033537,NRSC VIC MODEL
Maharashtra,Ahamadnagar,08-01-2022,2022,1,0.032307242,NRSC VIC MODEL
Maharashtra,Ahamadnagar,09-01-2022,2022,1,0.002018883,NRSC VIC MODEL
Maharashtra,Ahamadnagar,10-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,11-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,12-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,13-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,14-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,15-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,16-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,20-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,22-01-2022,2022,1,0.279256179,NRSC VIC MODEL
Maharashtra,Ahamadnagar,23-01-2022,2022,1,0.031314823,NRSC VIC MODEL
Maharashtra,Ahamadnagar,24-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,27-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,28-01-2022,2022,1,0.020764199,NRSC VIC MODEL
Maharashtra,Ahamadnagar,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Ahamadnagar,30-01-2022,2022,1,0.14000429,NRSC VIC MODEL
Maharashtra,Akola,01-01-2022,2022,1,0.216183358,NRSC VIC MODEL
Maharashtra,Akola,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,05-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,06-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,07-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,08-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,09-01-2022,2022,1,1.315295582,NRSC VIC MODEL
Maharashtra,Akola,10-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,11-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,12-01-2022,2022,1,0.001695556,NRSC VIC MODEL
Maharashtra,Akola,13-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,14-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,15-01-2022,2022,1,-0.000105972,NRSC VIC MODEL
Maharashtra,Akola,16-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,22-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,23-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,24-01-2022,2022,1,0.000053,NRSC VIC MODEL
Maharashtra,Akola,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,20-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,27-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,28-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Akola,30-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,01-01-2022,2022,1,0.52210701,NRSC VIC MODEL
Maharashtra,Amaravati,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,05-01-2022,2022,1,0.000033,NRSC VIC MODEL
Maharashtra,Amaravati,06-01-2022,2022,1,0.00000471,NRSC VIC MODEL
Maharashtra,Amaravati,07-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,08-01-2022,2022,1,0.00000942,NRSC VIC MODEL
Maharashtra,Amaravati,09-01-2022,2022,1,3.082002157,NRSC VIC MODEL
Maharashtra,Amaravati,10-01-2022,2022,1,0.053213938,NRSC VIC MODEL
Maharashtra,Amaravati,11-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,12-01-2022,2022,1,1.219144597,NRSC VIC MODEL
Maharashtra,Amaravati,13-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,14-01-2022,2022,1,0.663878964,NRSC VIC MODEL
Maharashtra,Amaravati,15-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,16-01-2022,2022,1,0.000226082,NRSC VIC MODEL
Maharashtra,Amaravati,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,22-01-2022,2022,1,0.050915442,NRSC VIC MODEL
Maharashtra,Amaravati,23-01-2022,2022,1,0.012191917,NRSC VIC MODEL
Maharashtra,Amaravati,24-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,27-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,20-01-2022,2022,1,0.000355607,NRSC VIC MODEL
Maharashtra,Amaravati,28-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Amaravati,30-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,01-01-2022,2022,1,0.012587311,NRSC VIC MODEL
Maharashtra,Aurangabad,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,05-01-2022,2022,1,0.260803366,NRSC VIC MODEL
Maharashtra,Aurangabad,06-01-2022,2022,1,0.003644599,NRSC VIC MODEL
Maharashtra,Aurangabad,07-01-2022,2022,1,0.060636511,NRSC VIC MODEL
Maharashtra,Aurangabad,08-01-2022,2022,1,0.033553767,NRSC VIC MODEL
Maharashtra,Aurangabad,09-01-2022,2022,1,0.091675676,NRSC VIC MODEL
Maharashtra,Aurangabad,10-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,11-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,12-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,13-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,14-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,15-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,16-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,22-01-2022,2022,1,0.006293656,NRSC VIC MODEL
Maharashtra,Aurangabad,23-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,24-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,20-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,27-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,28-01-2022,2022,1,0.02166734,NRSC VIC MODEL
Maharashtra,Aurangabad,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Aurangabad,30-01-2022,2022,1,0.144181928,NRSC VIC MODEL
Maharashtra,Bhandara,01-01-2022,2022,1,0.531479029,NRSC VIC MODEL
Maharashtra,Bhandara,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,04-01-2022,2022,1,0.0000139,NRSC VIC MODEL
Maharashtra,Bhandara,05-01-2022,2022,1,0.199801378,NRSC VIC MODEL
Maharashtra,Bhandara,06-01-2022,2022,1,0.512401363,NRSC VIC MODEL
Maharashtra,Bhandara,07-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,08-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,09-01-2022,2022,1,1.394059071,NRSC VIC MODEL
Maharashtra,Bhandara,10-01-2022,2022,1,3.03209828,NRSC VIC MODEL
Maharashtra,Bhandara,11-01-2022,2022,1,1.395782036,NRSC VIC MODEL
Maharashtra,Bhandara,12-01-2022,2022,1,15.58481314,NRSC VIC MODEL
Maharashtra,Bhandara,13-01-2022,2022,1,0.046075411,NRSC VIC MODEL
Maharashtra,Bhandara,14-01-2022,2022,1,15.32326988,NRSC VIC MODEL
Maharashtra,Bhandara,15-01-2022,2022,1,0.035362461,NRSC VIC MODEL
Maharashtra,Bhandara,16-01-2022,2022,1,0.001000431,NRSC VIC MODEL
Maharashtra,Bhandara,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,22-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,23-01-2022,2022,1,0.051883469,NRSC VIC MODEL
Maharashtra,Bhandara,24-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,27-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,20-01-2022,2022,1,0.104399155,NRSC VIC MODEL
Maharashtra,Bhandara,28-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bhandara,30-01-2022,2022,1,0.0000139,NRSC VIC MODEL
Maharashtra,Bid,01-01-2022,2022,1,0.006319875,NRSC VIC MODEL
Maharashtra,Bid,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,05-01-2022,2022,1,0.000011,NRSC VIC MODEL
Maharashtra,Bid,06-01-2022,2022,1,0.008243315,NRSC VIC MODEL
Maharashtra,Bid,07-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,08-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,09-01-2022,2022,1,0.000956225,NRSC VIC MODEL
Maharashtra,Bid,10-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,11-01-2022,2022,1,0.003561112,NRSC VIC MODEL
Maharashtra,Bid,12-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,13-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,14-01-2022,2022,1,0.017585739,NRSC VIC MODEL
Maharashtra,Bid,15-01-2022,2022,1,0.00697934,NRSC VIC MODEL
Maharashtra,Bid,16-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,20-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,22-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,23-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,24-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,27-01-2022,2022,1,0.081051021,NRSC VIC MODEL
Maharashtra,Bid,28-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Bid,30-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,01-01-2022,2022,1,0.053634542,NRSC VIC MODEL
Maharashtra,Buldhana,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,05-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,06-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,07-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,08-01-2022,2022,1,0.00000296,NRSC VIC MODEL
Maharashtra,Buldhana,09-01-2022,2022,1,0.965451385,NRSC VIC MODEL
Maharashtra,Buldhana,10-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,11-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,12-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,13-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,14-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,15-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,16-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,17-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,18-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,19-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,21-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,22-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,23-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,24-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,25-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,26-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,20-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,27-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,28-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,29-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Buldhana,30-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Chandrapur,01-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Chandrapur,03-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Chandrapur,04-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Chandrapur,05-01-2022,2022,1,0.004525282,NRSC VIC MODEL
Maharashtra,Chandrapur,06-01-2022,2022,1,0.012811871,NRSC VIC MODEL
Maharashtra,Chandrapur,07-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Chandrapur,08-01-2022,2022,1,0,NRSC VIC MODEL
Maharashtra,Chandrapur,09-01-2022,2022,1,0.010491932,NRSC VIC MODEL
Maharashtra,Chandrapur,10-01-2022,2022,1,2.658724242,NRSC VIC MODEL
Maharashtra,Chandrapur,11-01-2022,2022,1,8.742842621,NRSC VIC MODEL
Maharashtra,Chandrapur,12-01-2022,2022,1,11.24582534,NRSC VIC MODEL
Maharashtra,Chandrapur,13-01-2022,2022,1,0.020841255,NRSC VIC MODEL
Maharashtra,Chandrapur,14-01-2022,2022,1,4.343455984,NRSC VIC MODEL
Maharashtra,Chandrapur,15-01-2022,2022,1,0.139323685,NRSC VIC MODEL
Maharashtra,Chandrapur,16-01-2022,2022,1,0.001632361,NRSC VIC MODEL
